unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
11968994,submitted,6/9/16 12:29,Bangladesh,Bangladesh,male,phd,government,16+ years,Social Sciences - Law,open_research,"openaccessweek, openeducationweek","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, research",mailinglist
19224557,submitted,6/9/16 12:56,India,India,female,"bachelors, masters",phd candidate,1-5 years,Social Sciences - Political Science,open_research,"openeducationweek, opendataday","fudraising, research",websearch
51334158,submitted,6/9/16 12:59,Nigeria,Nigeria,female,bachelors,nonprofit,6-10 years,Social Sciences - Other social sciences,open_access,none,"advocacy, community",websearch
73559689,submitted,6/9/16 13:00,Egypt,Italy,male,bachelors,graduate-professonal student,1-5 years,Engineering/Technology - Environmental engineering,open_research,"openaccessweek, opendataday","community, fudraising, volunteers, research","websearch, friend"
20358428,submitted,6/9/16 13:00,Zambia,Zambia,female,none,undergraduate student,0-1 years,Social Sciences - Other social sciences,open_research,none,"advocacy, community, volunteers",facebook
42320830,submitted,6/9/16 13:04,South Africa,South Africa,male,professional,"researcher, lawyer",1-5 years,Social Sciences - Law,open_access,openaccessweek,"advocacy, blogging, comms, socialmedia, volunteers, video, research, other, ""MC'ing events"")",friend
82981709,submitted,6/9/16 13:05,Nigeria,Nigeria,male,"masters, other professional","phd candidate, nonacademic staff",11-15 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,"blogging, events, research, software","organization, other: Global OER Graduate Network (GO-GN)"
81670524,submitted,6/9/16 13:06,Kenya,Kenya,male,masters,librarian,6-10 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"advocacy, blogging, comms, socialmedia, volunteers, graphics, research, software",mailinglist
14674257,submitted,6/9/16 13:07,Kenya,Kenya,male,other certification,businessperson,1-5 years,Social Sciences - Law,open_access,openaccessweek,advocacy,facebook
74981710,final at deadline,6/9/16 13:07,Liberia,Liberia,male,"bachelors, other postgraduate, other professional",government,1-5 years,Social Sciences - Educational sciences,open_education,openeducationweek,"volunteers, graphics",mailinglist
65039707,submitted,6/9/16 13:15,Egypt,Egypt,female,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_research,opendataday,"comms, research",facebook
81987463,submitted,6/9/16 13:27,Egypt,Egypt,male,none,"undergraduate student, developer, businessperson",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,none,"community, volunteers, graphics, software","websearch, blogpost, friend, organization"
46931636,submitted,6/9/16 13:29,Egypt,Egypt,female,masters,"graduate-professional student, researcher",1-5 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_access,none,"socialmedia, graphics, video, research","websearch, friend"
44605798,submitted,6/9/16 13:31,Egypt,Egypt,female,phd,"educator, researcher, nonprofit",16+ years,Natural Sciences - Chemical sciences,open_education,openeducationweek,"advocacy, comms, community, socialmedia, volunteers","facebook, mailinglist, organization"
53327924,submitted,6/9/16 13:37,Philippines,Philippines,male,phd,"postdoc, educator, researcher",6-10 years,Medicine/Health Sciences - Health sciences,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, events, volunteers, graphics, video, research, other, 'Curriculum Development, Information Management",websearch
50478015,submitted,6/9/16 13:40,Pakistan,Pakistan,female,none,undergraduate student,0-1 years,Natural Sciences - Biological sciences,open_education,none,"comms, volunteers",facebook
54182536,submitted,6/9/16 13:45,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, government",1-5 years,Engineering/Technology - Other engineering and technologies,open_access,opendataday,"comms, socialmedia",friend
93345124,final at deadline,6/9/16 13:48,Gambia,Gambia,male,bachelors,government,1-5 years,Medicine/Health Sciences - Health sciences,open_science,none,"advocacy, comms",facebook
38746271,submitted,6/9/16 13:51,Kenya,Kenya,male,masters,"educator, researcher",1-5 years,Natural Sciences - Earth and related environmental sciences,open_source,none,"research, software",mailinglist
78356809,submitted,6/9/16 13:51,Gambia,Gambia,male,other certification,"government, businessperson",16+ years,Social Sciences - Other social sciences,open_education,"openaccessweek, openeducationweek","advocacy, comms, community, socialmedia, fudraising, events","websearch, facebook, mailinglist, friend"
36510911,submitted,6/9/16 13:53,Azerbaijan,Azerbaijan,male,none,"undergraduate student, researcher, businessperson",0-1 years,Social Sciences - Economics and business,open_research,none,"advocacy, volunteers, video, software","websearch, facebook, friend"
86504631,submitted,6/9/16 13:54,Bangladesh,Bangladesh,male,none,"undergraduate student, developer, businessperson",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, socialmedia, fudraising, volunteers, other, 'Robotics","websearch, facebook"
26163230,submitted,6/9/16 13:59,Nigeria,Nigeria,female,bachelors,businessperson,1-5 years,Social Sciences - Social and economic geography,open_education,openeducationweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers","friend, organization"
58574428,submitted,6/9/16 14:05,Ethiopia,Ethiopia,male,"bachelors, masters, other professional",educator,6-10 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek, opendataday","community, other, 'teaching, researches,training, advising, leadership",facebook
94942303,submitted,6/9/16 14:07,India,India,male,professional,"researcher, nonprofit",6-10 years,None of these describe my field of study,open_education,none,"blogging, comms, community, events, volunteers, research",websearch
64372900,submitted,6/9/16 14:16,Cameroon,Cameroon,female,"bachelors, masters",phd candidate,0-1 years,Social Sciences - Economics and business,open_education,none,"comms, research",friend
47534579,submitted,6/9/16 14:24,Kenya,Kenya,female,bachelors,"researcher, librarian, government",1-5 years,Natural Sciences - Computer and information sciences,open_education,"openaccessweek, openeducationweek, opendataday","community, volunteers, other, 'Knowledge Management, Records Management",facebook
14059926,submitted,6/9/16 14:25,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,None of these describe my field of study,open_education,openeducationweek,"advocacy, socialmedia",organization
53602521,submitted,6/9/16 14:27,Kenya,Kenya,male,bachelors,undergraduate student,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_research,none,"socialmedia, graphics","twitter, facebook, friend"
60446120,submitted,6/9/16 14:40,Guinea,Guinea,male,bachelors,nonprofit,1-5 years,Social Sciences - Sociology,open_education,openeducationweek,"advocacy, volunteers",mailinglist
52923230,submitted,6/9/16 14:48,Bangladesh,Bangladesh,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Civil engineering,open_education,openeducationweek,"volunteers, research","facebook, organization"
82882494,submitted,6/9/16 14:49,Nigeria,Nigeria,female,bachelors,researcher,1-5 years,Social Sciences - Political Science,open_research,opendataday,"blogging, community, events, research",websearch
61818462,submitted,6/9/16 15:08,Egypt,Egypt,male,bachelors,undergraduate student,11-15 years,Engineering/Technology - Civil engineering,open_research,none,"comms, research",facebook
78609152,submitted,6/9/16 15:09,Nigeria,Nigeria,female,"bachelors, other professional",lawyer,1-5 years,Social Sciences - Law,open_education,"openaccessweek, openeducationweek","advocacy, comms, community","websearch, friend"
96178565,final at deadline,6/9/16 15:10,Nigeria,United Kingdom,female,bachelors,"graduate-professional student, businessperson",0-1 years,Social Sciences - Economics and business,open_research,openaccessweek,,
71398247,submitted,6/9/16 15:17,Nigeria,Nigeria,male,bachelors,businessperson,1-5 years,Engineering/Technology - Industrial Biotechnology,open_education,openeducationweek,community,facebook
58317815,submitted,6/9/16 15:21,Azerbaijan,Azerbaijan,male,bachelors,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek","comms, community, volunteers, research, other, 'Criticizing",friend
64112688,submitted,6/9/16 15:22,India,India,male,professional,postdoc,1-5 years,Medicine/Health Sciences - Other medical sciences,open_education,openeducationweek,"community, socialmedia, volunteers, video, other, 'Graphic Designing (Photoshop)",friend
38937594,submitted,6/9/16 15:23,Rwanda,Japan,male,"bachelors, other professional",graduate-professonal student,1-5 years,None of these describe my field of study,open_research,none,"blogging, socialmedia, volunteers, research",facebook
73657558,submitted,6/9/16 15:44,Vietnam,Vietnam,female,bachelors,nonprofit,1-5 years,Social Sciences - Economics and business,open_research,openaccessweek,"comms, events","friend, organization"
45237711,submitted,6/9/16 15:50,Bangladesh,Bangladesh,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Mechanical engineering,open_science,openeducationweek,"other, 'Robotics",facebook
90589940,final at deadline,6/9/16 15:52,India,India,male,masters,graduate-professonal student,1-5 years,Medicine/Health Sciences - Other medical sciences,open_access,none,socialmedia,websearch
80512637,submitted,6/9/16 15:54,Brazil,Brazil,male,none,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_source,none,software,"facebook, mailinglist, friend"
88624094,submitted,6/9/16 15:57,Zimbabwe,South Africa,male,masters,phd candidate,6-10 years,Medicine/Health Sciences - Other medical sciences,open_access,openaccessweek,"advocacy, community, other, 'Social Research and Data Analysis",twitter
22567076,submitted,6/9/16 16:04,Nigeria,Nigeria,male,bachelors,nonprofit,1-5 years,Agricultural Sciences - Other agricultural sciences,open_science,"openaccessweek, openeducationweek, opendataday","advocacy, community, volunteers",twitter
73764150,submitted,6/9/16 16:15,Kenya,Kenya,male,bachelors,"developer, businessperson",6-10 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,opendataday,"blogging, research, software",twitter
76319381,submitted,6/9/16 16:24,Malawi,Malawi,male,other certification,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,none,"advocacy, comms, events, graphics",mailinglist
52587389,submitted,6/9/16 16:28,South Africa,South Africa,male,other certification,"undergraduate student, government",6-10 years,Social Sciences - Educational sciences,open_education,none,"advocacy, comms, community, fudraising, volunteers, other, 'Human relations, analytic, interpersonal and organizational skills",friend
18103379,submitted,6/9/16 16:34,Burkina Faso,Burkina Faso,male,masters,"educator, businessperson",1-5 years,Engineering/Technology - Civil engineering,open_science,"openaccessweek, openeducationweek, opendataday","other, 'Environment/ water/ Civil engineering",websearch
